Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company Age,Min Salary,Max Salary,Avg Salary
Data Analyst,53-94 ,3.6,Parker & Lynch,"Phoenix, AZ","Jacksonville, FL",501 to 1000 employees,1992,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,34.0,53.0,94,73.5
Data Analyst,53-94 ,3.0,The Accuro Group,"Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,23.0,53.0,94,73.5
Data Analyst,53-94 ,3.2,Modis,"Phoenix, AZ","Zurich, Switzerland",5001 to 10000 employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),"TEKsystems, Aerotek",-1,32.0,53.0,94,73.5
Data Analyst,53-94 ,2.9,Gatestone & Co. Inc,"Phoenix, AZ","North York, Canada",1001 to 5000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,53.0,94,73.5
Data Analyst,53-94 ,3.9,Diverse Lynx,"Tempe, AZ","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,24.0,53.0,94,73.5
Data Analyst,53-94 ,3.6,FAMILY INVOLVEMENT CENTER,"Phoenix, AZ","Phoenix, AZ",1 to 50 employees,2002,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),-1,-1,24.0,53.0,94,73.5
Data Analyst,53-94 ,2.5,Career Evolutions,"Scottsdale, AZ","Scottsdale, AZ",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,,53.0,94,73.5
Fall 2020 Supply Chain Data Analyst Intern,53-94 ,3.6,ON Semiconductor,"Phoenix, AZ","Phoenix, AZ",10000+ employees,1999,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,-1,27.0,53.0,94,73.5
Data Experience Analyst,53-94 ,3.6,Charles Schwab,"Phoenix, AZ","San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,-1,53.0,53.0,94,73.5
Data Analyst,53-94 ,4.4,Softcom Systems,"Tempe, AZ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,,53.0,94,73.5
Data Analyst,53-94 ,-1.0,Door Sales & Installations,"Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,53.0,94,73.5
"Data Analyst, Marketing",53-94 ,4.6,National Education Partners,"Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,7.0,53.0,94,73.5
Data Control Business Analyst,53-94 ,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,162.0,53.0,94,73.5
Network Security System/Data Analyst,53-94 ,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,162.0,53.0,94,73.5
"Data Center Services Analyst I, II, III, or Senior",53-94 ,3.4,Alaska USA,"Glendale, AZ","Anchorage, AK",1001 to 5000 employees,1948,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1,78.0,53.0,94,73.5
Data Analyst,53-94 ,2.9,The Paragon Group,"Scottsdale, AZ","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,-1,41.0,53.0,94,73.5
Central Flow Data Analyst,53-94 ,3.9,Amazon,"Tempe, AZ","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,32.0,53.0,94,73.5
"Data Center Services Analyst I, II, III, or Senior",53-94 ,-1.0,AlaskaUSA Mortgage Company,"Glendale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,53.0,94,73.5
Data Analyst - Data Science and Analytics,46-102 ,-1.0,MLWIZ Team,"Phoenix, AZ","North Brunswick, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,46.0,102,74.0
Data Analyst,46-102 ,4.3,Net Orbit Inc,"Tempe, AZ","Tempe, AZ",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,46.0,102,74.0
Data Programmer/Analyst,46-102 ,4.3,Arizona State University,"Tempe, AZ","Tempe, AZ",5001 to 10000 employees,1885,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,-1,141.0,46.0,102,74.0
Master Data Operation Analyst,46-102 ,3.6,PK,"Phoenix, AZ","Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,22.0,46.0,102,74.0
Data Reporting Analyst,46-102 ,3.9,Mondo,"Phoenix, AZ","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,26.0,46.0,102,74.0
Data Quality Analyst,46-102 ,3.8,IntraEdge,"Tempe, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,24.0,46.0,102,74.0
Analyst (Global Data and Analytics),46-102 ,2.9,"Circle K Stores, Inc.","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,75.0,46.0,102,74.0
Senior Business Intelligence Data Analyst,46-102 ,3.4,Shamrock Foods,"Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1922,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1,104.0,46.0,102,74.0
Senior Data Analyst,46-102 ,3.4,Tech Finders,"Phoenix, AZ","Phoenix, AZ",1 to 50 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,28.0,46.0,102,74.0
System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,46-102 ,3.7,Infotree Service Inc,"Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,22.0,46.0,102,74.0
Automotive Data Analyst,46-102 ,3.1,O'Reilly Automotive,"Phoenix, AZ","Springfield, MO",10000+ employees,1957,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),"Advance Auto Parts, AutoZone, NAPA Auto Parts",-1,69.0,46.0,102,74.0
Reporting & Data Analyst,46-102 ,-1.0,Sanford Federal,"Phoenix, AZ","Sanford, VA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,46.0,102,74.0
Data/Business Analyst,46-102 ,3.1,Uhaul,"Phoenix, AZ","Reno, NV",10000+ employees,1945,Company - Public,Truck Rental & Leasing,Transportation & Logistics,$10+ billion (USD),-1,-1,81.0,46.0,102,74.0
Data Quality (DQ) Problem Management Analyst,46-102 ,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,162.0,46.0,102,74.0
Statistician/Data Analyst/SQL Coder,46-102 ,2.5,Matrix Medical Network,"Scottsdale, AZ","Scottsdale, AZ",1001 to 5000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,25.0,46.0,102,74.0
Business Data Analyst - I,46-102 ,2.5,"Avacend, Inc.","Tempe, AZ","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,46.0,102,74.0
Technology Analyst | Data Management - Data Integration | Informatica,46-102 ,3.9,Kaygen Inc.,"Phoenix, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,-1,,46.0,102,74.0
Senior Data Analyst w/ Collibra,46-102 ,5.0,Nucleusteq,"Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2018,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,8.0,46.0,102,74.0
SYSTEMS and DATA ANALYST,46-102 ,-1.0,Isaac Elementary School District #5,"Phoenix, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,46.0,102,74.0
Data Modeler / Analyst with Data Steward,46-102 ,4.5,Strategic Systems,"Tempe, AZ","Dublin, OH",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,22.0,46.0,102,74.0
SQL Data Analyst,46-102 ,3.3,Edupoint,"Mesa, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,-1,,46.0,102,74.0
Data Analyst - Financial Advisor Services,46-102 ,3.2,Vanguard,"Scottsdale, AZ","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,51.0,46.0,102,74.0
Marketing Data Analyst,46-102 ,3.5,Efinancial,"Tempe, AZ","Bellevue, WA",201 to 500 employees,2001,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),-1,-1,25.0,46.0,102,74.0
CLINICAL DATA ANALYST,46-102 ,3.0,Envision Healthcare,"Phoenix, AZ","Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,21.0,46.0,102,74.0
Senior Data Analyst,46-102 ,-1.0,Bartech Group,"Chandler, AZ","South Holland, IL",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,-1,,46.0,102,74.0
CLINICAL DATA ANALYST,46-102 ,3.6,Envision Physician Services,"Phoenix, AZ","Nashville, TN",10000+ employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,46.0,102,74.0
Senior Data and Reporting Analyst,46-102 ,4.0,Saviance Technologies,"Phoenix, AZ","Metuchen, NJ",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,27.0,46.0,102,74.0
Data analyst,46-102 ,3.5,Atos Syntel Inc.,"Phoenix, AZ","Troy, MI",10000+ employees,1980,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD),-1,-1,46.0,46.0,102,74.0
Data Analyst/Engineer,43-94 ,3.0,The Accuro Group,"Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,23.0,43.0,94,68.5
Finance Data Analyst,43-94 ,4.9,"TekCom Resources, Inc.","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,21.0,43.0,94,68.5
Data Analyst/Business Analyst with SQL,43-94 ,3.9,Diverse Lynx,"Phoenix, AZ","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,24.0,43.0,94,68.5
Financial Data Analyst,43-94 ,4.3,Na Ali'i,"DC Ranch, AZ","Honolulu, HI",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,23.0,43.0,94,68.5
Technical Business/Data Analyst,43-94 ,-1.0,"Capgemini America, Inc.","Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,94,68.5
Accounting Data Analyst,43-94 ,4.5,Mastech Digital,"Phoenix, AZ","Moon Township, PA",1001 to 5000 employees,1986,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,40.0,43.0,94,68.5
Data Analyst/Scientist Intern,43-94 ,-1.0,Minit Charger,"Tempe, AZ","Cranbury, NJ",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,,43.0,94,68.5
Senior Data Analyst,43-94 ,-1.0,Discount Tire Corporate Careers,"Scottsdale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,94,68.5
Data Engineer/Database Analyst/Data Analyst,43-94 ,3.7,Infotree Service Inc,"Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,22.0,43.0,94,68.5
Data System Analyst with SQL,43-94 ,4.3,Wilco Source,"Scottsdale, AZ","Santa Clara, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,43.0,94,68.5
Senior Data Analyst,43-94 ,-1.0,Green Lion Search Group,"Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,94,68.5
ETL QA / Data Analyst,43-94 ,4.2,Pegasus Knowledge Solutions,"Scottsdale, AZ","Schaumburg, IL",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,-1,,43.0,94,68.5
Analyst Pharmacy Quality Data,43-94 ,2.7,AllianceRx Walgreens Prime,"Tempe, AZ","Orlando, FL",1001 to 5000 employees,2017,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,9.0,43.0,94,68.5
"Analyst, Global Data Governance & Strategy",43-94 ,2.9,"Circle K Stores, Inc.","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,75.0,43.0,94,68.5
SQL/SAS Data Analyst,43-94 ,3.6,Signature Consultants,"Chandler, AZ","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,29.0,43.0,94,68.5
Senior Data Analyst,43-94 ,-1.0,Pure Flix Digital,"Scottsdale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,94,68.5
Risk/Regulatory Reporting Project Data Analyst,43-94 ,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,162.0,43.0,94,68.5
Data Architect /Data Modeler/Data Analyst,43-94 ,4.4,Softcom Systems,"Phoenix, AZ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,,43.0,94,68.5
Data Analyst - Mid-Level,43-94 ,3.5,"The Judge Group, Inc.","Tempe, AZ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,56.0,43.0,94,68.5
Sr. Data Business Analyst-Docutech,43-94 ,3.4,First American Financial Corporation,"Scottsdale, AZ","Santa Ana, CA",10000+ employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,-1,137.0,43.0,94,68.5
Information Security Data Analyst,43-94 ,3.6,"ICST, LLC","Glendale, AZ","South Portland, ME",501 to 1000 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,30.0,43.0,94,68.5
Financial and Data Analyst,43-94 ,3.8,Equity Methods,"Scottsdale, AZ","Scottsdale, AZ",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,,43.0,94,68.5
Transportation Data Analyst,43-94 ,-1.0,Desert Choice Transport,"Glendale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,94,68.5
Civil Engineer/GIS Data Analyst,43-94 ,3.7,Stantec,"Chandler, AZ","Edmonton, Canada",10000+ employees,1954,Company - Public,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),-1,-1,72.0,43.0,94,68.5
IT Data Protection Analyst,43-94 ,3.7,CSAA Insurance Group,"Glendale, AZ","Walnut Creek, CA",1001 to 5000 employees,1914,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"GEICO, Allstate, State Farm",-1,112.0,43.0,94,68.5
Business Intelligence - Data Analyst,43-94 ,3.8,Crisis Response Network,"Tempe, AZ","Tempe, AZ",51 to 200 employees,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,19.0,43.0,94,68.5
"Junior Data Analyst-Phoenix, AZ",43-94 ,5.0,Georgia IT Inc.,"Phoenix, AZ","Alpharetta, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,,43.0,94,68.5
"Data Analyst- San Antonio, Des Moines",43-94 ,4.1,Kforce,"Chandler, AZ","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,60.0,43.0,94,68.5
Data Analyst Senior,43-94 ,4.1,Kineticom,"Chandler, AZ","San Diego, CA",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"NEXTGEN GLOBAL RESOURCES, Wavsys, TEKsystems",-1,26.0,43.0,94,68.5
(Data Analyst) BA/BSA,45-78 ,4.1,InterSources Inc.,"Mesa, AZ","Fremont, CA",51 to 200 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,19.0,45.0,78,61.5
Card Data Analyst,45-78 ,4.0,GTN Technical Staffing,"Tempe, AZ","Dallas, TX",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"MATRIX Resources, The Insource Group, TEKsystems",-1,26.0,45.0,78,61.5
"IT Data Analyst, TS/SCI with Poly",45-78 ,3.8,"AOC Solutions, Inc.","DC Ranch, AZ","Chantilly, VA",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,30.0,45.0,78,61.5
"Senior Analyst, Global Data Governance & Strategy",45-78 ,2.9,"Circle K Stores, Inc.","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,75.0,45.0,78,61.5
Data Analyst with ETL tools and EDW,45-78 ,-1.0,LiveMindz,"Tempe, AZ","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,45.0,78,61.5
"Underwriting Analyst (strong data analytics in actuarial, statistics etc)",45-78 ,3.1,Blue Cross Blue Shield of Arizona,"Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,87.0,45.0,78,61.5
JPSC-6986 - Data Governance Analyst,45-78 ,4.5,Avani Technology Solutions,"Scottsdale, AZ","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,45.0,78,61.5
Project Regulatory/Risk Data Analyst,45-78 ,3.1,MUFG,"Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,162.0,45.0,78,61.5
Marketing Data Analyst Coordinator,45-78 ,-1.0,AUDACIOUS STUDIOS LLC,"Tempe, AZ","Tempe, AZ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,45.0,78,61.5
Language Data Analyst,45-78 ,2.8,TransPerfect,"Tempe, AZ","New York, NY",1001 to 5000 employees,1992,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1,34.0,45.0,78,61.5
Senior Analyst - Client Data,45-78 ,2.9,CVS Health,"Scottsdale, AZ","Woonsocket, RI",10000+ employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Walmart, Walgreens, Express Scripts",-1,63.0,45.0,78,61.5
Data Analyst II,41-78 ,3.6,Greenphire,"King of Prussia, PA","King of Prussia, PA",201 to 500 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"DrugDev , Bracket, Bioclinica",-1,18.0,41.0,78,59.5
Data Analyst - Priceguide,41-78 ,3.6,ECRI,"Plymouth Meeting, PA","Plymouth Meeting, PA",201 to 500 employees,1968,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,58.0,41.0,78,59.5
Sr Data Analyst,41-78 ,2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",-1,23.0,41.0,78,59.5
Junior Data Analyst,41-78 ,3.2,Revantage Corporate Services,"Fort Washington, PA","Chicago, IL",201 to 500 employees,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,9.0,41.0,78,59.5
Sr. Data Analyst,41-78 ,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,32.0,41.0,78,59.5
Data Analyst,41-78 ,4.7,STRATIS IoT Inc,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,13.0,41.0,78,59.5
Data Analyst,41-78 ,3.9,Ampcus Incorporated,"Philadelphia, PA","Chantilly, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1,22.0,41.0,78,59.5
Data Analyst,41-78 ,3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,26.0,41.0,78,59.5
Data Analyst - Entry Level,41-78 ,-1.0,2000 east westmoreland st llc,"King of Prussia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,41.0,78,59.5
SQL Data Analyst,41-78 ,3.9,Mondo,"Malvern, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,26.0,41.0,78,59.5
Data Analyst,41-78 ,3.8,Seer Interactive,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2002,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,24.0,41.0,78,59.5
Junior Data Analyst,41-78 ,5.0,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,41.0,78,59.5
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",41-78 ,-1.0,Ernst & Young LLP,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,41.0,78,59.5
Data Analyst,41-78 ,3.7,"Tetra Tech, Inc.","Philadelphia, PA","Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,-1,60.0,41.0,78,59.5
Pharmaceutical Data Analyst,41-78 ,5.0,"Keen360, Inc.","Horsham, PA","King of Prussia, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,41.0,78,59.5
Data Analyst,41-78 ,3.5,"The Judge Group, Inc.","Camden, NJ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,56.0,41.0,78,59.5
Data Analyst,41-78 ,3.8,Apex Systems,"Philadelphia, PA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE,31.0,41.0,78,59.5
Data Analyst,41-78 ,4.2,"Micro-Data Systems, Inc.","Philadelphia, PA","Holmdel, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,34.0,41.0,78,59.5
Data Analyst,41-78 ,3.3,Techligent,"Philadelphia, PA","Vienna, VA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,,41.0,78,59.5
Data Analyst - Data Science,41-78 ,3.3,Gopuff,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,2013,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,-1,-1,13.0,41.0,78,59.5
Data Analyst,41-78 ,4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,35.0,41.0,78,59.5
Data Reporting Analyst,41-78 ,3.9,Mondo,"Feasterville Trevose, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,26.0,41.0,78,59.5
Data Analyst,41-78 ,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,286.0,41.0,78,59.5
Data Analyst,41-78 ,4.1,"VSE, Inc.","Feasterville Trevose, PA","Langhorne, PA",1 to 50 employees,-1,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),-1,-1,,41.0,78,59.5
Data Analyst,41-78 ,3.5,Eastern Metal Recycling,"Camden, NJ","Warrington, United Kingdom",1001 to 5000 employees,-1,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),-1,-1,,41.0,78,59.5
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",41-78 ,3.8,EY,"Philadelphia, PA","London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",-1,37.0,41.0,78,59.5
Data Analyst,41-78 ,3.6,Red Tettemer,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,-1,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,TRUE,,41.0,78,59.5
Data Reporting Analyst,41-78 ,3.5,Robert Half,"Philadelphia, PA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,78.0,41.0,78,59.5
"Jr. Data Analyst, Master Data",38-68 ,3.2,IntegriChain,"Philadelphia, PA","Philadelphia, PA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,21.0,38.0,68,53.0
Data Analyst,38-68 ,2.4,PMHCC Inc.,"Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,39.0,38.0,68,53.0
Neuroimaging Data Analyst Junior,38-68 ,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,286.0,38.0,68,53.0
Healthcare Data Analytics Analyst,38-68 ,3.1,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",-1,43.0,38.0,68,53.0
