Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company Age,Min Salary,Max Salary,Avg Salary
"Business Analyst (SQL/SQL TOAD, Excel, XML, X12, HL7 messaging, data quality analysis)",48-96 ,4.3,MVP Consulting Plus Inc,"New York, NY","Albany, NY",201 to 500 employees,-1,Company - Private,Consumer Products Manufacturing,Manufacturing,$5 to $10 million (USD),-1,-1,,48.0,96,72.0
Senior Teradata Developer / Data Analyst,48-96 ,3.8,Capgemini,"Jersey City, NJ","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",-1,59.0,48.0,96,72.0
Data & Interface Analyst,48-96 ,2.4,Centers Plan for Healthy Living,"Staten Island, NY","Staten Island, NY",501 to 1000 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,,48.0,96,72.0
NY Healthcare Data/Reporting Analyst,48-96 ,3.4,RN Staff,"New York, NY","Westfield, IN",Unknown,-1,Unknown,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,48.0,96,72.0
Healthcare Senior Data Analyst - HEDIS,48-96 ,-1.0,Village Care,"New York, NY","Durham, United Kingdom",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,48.0,96,72.0
Data Analyst (Must have PL/SQL and Healthcare background),48-96 ,-1.0,Clear Technology Consulting,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,48.0,96,72.0
Data Analyst / IT Data & Business Intelligence,48-96 ,4.0,Lorven Technologies Inc,"Harrison, NY","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1,,48.0,96,72.0
Sr. Specialist Reporting Data Analyst -Technology,48-96 ,3.2,BNY Mellon,"Florham Park, NJ","New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"State Street, Northern Trust, BlackRock",-1,242.0,48.0,96,72.0
Sr. Programmer Analyst - Big Data,48-96 ,3.3,Norgate Technology Inc,"Jersey City, NJ","Garden City, NY",51 to 200 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,33.0,48.0,96,72.0
Senior Data Analyst - FHC - Family Support Center,48-96 ,-1.0,NYU Family Health Centers,"Brooklyn, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,,48.0,96,72.0
Data Analyst ̢ Junior,48-96 ,5.0,"Staffigo Technical Services, LLC","New York, NY","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,48.0,96,72.0
Sr. Principal Metrics Analyst- Data Scientist,48-96 ,3.2,The Bank of New York Mellon,"New York, NY","New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"State Street, Northern Trust, BlackRock",-1,242.0,48.0,96,72.0
Product & Pricing Data Analyst,48-96 ,3.1,HomeBridge Financial Services,"Iselin, NJ","Iselin, NJ",1001 to 5000 employees,1989,Company - Private,Lending,Finance,$10+ billion (USD),-1,-1,37.0,48.0,96,72.0
SAP Data Analyst,48-96 ,3.9,Sharp Electronics Corporation,"Montvale, NJ","Montvale, NJ",1001 to 5000 employees,1962,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1,-1,64.0,48.0,96,72.0
"Senior Data Analyst (E-commerce, Marketing)",48-96 ,-1.0,JR Cigar/MC Management,"Whippany, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,,48.0,96,72.0
Clinical Data Designer (Sr. SDTM Programmer/Analyst),48-96 ,2.5,"Avacend, Inc.","Woodcliff Lake, NJ","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,48.0,96,72.0
Senior Data Analytics Solutions Analyst with Security Clearance,48-96 ,3.1,Praescient Analytics,"New York, NY","Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,15.0,48.0,96,72.0
"JPSC-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",48-96 ,4.5,Avani Technology Solutions,"Brooklyn, NY","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,48.0,96,72.0
Senior Billing Data Analyst,48-96 ,3.2,Care Design New York,"Bronx, NY","Albany, NY",1001 to 5000 employees,2018,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,8.0,48.0,96,72.0
Master Data Analyst,48-96 ,4.4,ACT Consulting,"Parsippany, NJ","London, United Kingdom",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,,48.0,96,72.0
Sr. Data Analyst,48-96 ,3.8,TekniSMart Solutions,"Franklin Lakes, NJ","Plano, TX",1 to 50 employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1,-1,,48.0,96,72.0
"Senior Functional Analyst SAP Data design, SD/MM/PP",48-96 ,3.4,EVERSANA,"New York, NY","Chicago, IL",1001 to 5000 employees,2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,8.0,48.0,96,72.0
Data Analyst,26-47 ,-1.0,HOUSING AUTHORITY OF THE COUNTY OF SALT LAKE,"Salt Lake City, UT","South Salt Lake, UT",51 to 200 employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1,,26.0,47,36.5
Data Analyst,26-47 ,2.0,"CAO Group, INC","West Jordan, UT","West Jordan, UT",51 to 200 employees,-1,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),-1,-1,,26.0,47,36.5
Data Analyst,26-47 ,4.2,University of Utah,"Salt Lake City, UT","Salt Lake City, UT",10000+ employees,1850,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1,176.0,26.0,47,36.5
Data Analyst,26-47 ,3.6,Paladin Consulting Inc,"Salt Lake City, UT","Dallas, TX",501 to 1000 employees,1983,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"TEKsystems, Randstad US",-1,43.0,26.0,47,36.5
Data Analyst,26-47 ,4.3,"SunTechPros, Inc.","Salt Lake City, UT","Morrisville, NC",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,-1,,26.0,47,36.5
Data Analyst,26-47 ,4.0,"SGI Global, LLC","Salt Lake City, UT","Alexandria, VA",501 to 1000 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,,26.0,47,36.5
Data Engineer / Data Analyst,26-47 ,4.3,HCL Global Systems,"Salt Lake City, UT","Farmington Hills, MI",10000+ employees,-1,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1,,26.0,47,36.5
Junior Data Analyst,26-47 ,4.1,Abnormal Security,"Lehi, UT","San Francisco, CA",51 to 200 employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,8.0,26.0,47,36.5
Data Analyst,26-47 ,4.5,Vimerse,"Salt Lake City, UT","Sugar Land, TX",51 to 200 employees,2011,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,15.0,26.0,47,36.5
Data Analyst : 20,26-47 ,4.6,Akraya Inc.,"Salt Lake City, UT","Santa Clara, CA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"Collabera, Artech Information Systems, TEKsystems",-1,25.0,26.0,47,36.5
Data Intelligence - Product Data Quality Analyst (DE - RefData) - Data as a Service,26-47 ,4.0,Goldman Sachs,"Salt Lake City, UT","New York, NY",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"J.P. Morgan, Merrill Lynch, Morgan Stanley",-1,157.0,26.0,47,36.5
Data Engineer/Data Analyst (REMOTE/Eventually Onsite),26-47 ,4.1,Idexcel Inc.,"Salt Lake City, UT","Herndon, VA",501 to 1000 employees,1998,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,28.0,26.0,47,36.5
Data Engineer/Analyst,26-47 ,3.6,SPECTRAFORCE TECHNOLOGIES Inc.,"Salt Lake City, UT","Raleigh, NC",501 to 1000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,26.0,26.0,47,36.5
Quality Data Analyst,26-47 ,2.6,Easton Technical Products,"Salt Lake City, UT","Salt Lake City, UT",201 to 500 employees,-1,Company - Private,Consumer Products Manufacturing,Manufacturing,$50 to $100 million (USD),-1,-1,,26.0,47,36.5
Technical Data Analyst/Architect,26-47 ,3.0,CIVICA INC,"Lehi, UT","Vaughan, Canada",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,,26.0,47,36.5
Data Governance Analyst II,26-47 ,3.6,ENERBANK USA,"Salt Lake City, UT","Salt Lake City, UT",1 to 50 employees,-1,Company - Public,-1,-1,$100 to $500 million (USD),-1,-1,,26.0,47,36.5
Big Data Analyst,26-47 ,2.9,"VED Software Services, Inc.","Salt Lake City, UT","Farmington Hills, MI",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,31.0,26.0,47,36.5
Senior Data Analyst,26-47 ,3.4,Ascential,"Salt Lake City, UT","London, United Kingdom",1001 to 5000 employees,1947,Company - Public,Internet,Information Technology,$100 to $500 million (USD),-1,-1,79.0,26.0,47,36.5
Data Analyst,26-47 ,-1.0,Artius Solutions,"Salt Lake City, UT",-1,-1,-1,-1,-1,-1,-1,-1,-1,,26.0,47,36.5
"Data Analyst at Salt Lake City, UT",26-47 ,4.5,Vimerse,"Salt Lake City, UT","Sugar Land, TX",51 to 200 employees,2011,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,15.0,26.0,47,36.5
Senior Data Analyst,26-47 ,3.8,F5 Networks,"Draper, UT","Seattle, WA",5001 to 10000 employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Citrix, VMware, Juniper Networks",-1,30.0,26.0,47,36.5
Data Scientist/Analyst - Noke,26-47 ,2.7,"Janus International Group, LLC","Lehi, UT","Temple, GA",501 to 1000 employees,2001,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,-1,25.0,26.0,47,36.5
Data Analyst - W2 candidate,26-47 ,3.3,ClientSolv Technologies,"American Fork, UT","Greenwood Village, CO",51 to 200 employees,1994,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,32.0,26.0,47,36.5
Senior Data Analyst,26-47 ,-1.0,DrangKro Aerospace,"Salt Lake City, UT",-1,-1,-1,-1,-1,-1,-1,-1,-1,,26.0,47,36.5
Marketing Coordinator / Data Analyst,26-47 ,-1.0,POPi/o Mobile Video Cloud,"Sandy, UT",-1,-1,-1,-1,-1,-1,-1,-1,-1,,26.0,47,36.5
Senior Data Analyst,26-47 ,5.0,Resiliency LLC,"Salt Lake City, UT","Stamford, CT",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,,26.0,47,36.5
Financial Data Analyst,26-47 ,3.5,Vivint Solar,"Lehi, UT","Lehi, UT",1001 to 5000 employees,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1,-1,15.0,26.0,47,36.5
Special Operations (LREC) Incentives and Proficiency Data Analyst,26-47 ,3.5,YORKTOWN SYSTEMS GROUP INC,"Riverton, UT","Huntsville, AL",501 to 1000 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,,26.0,47,36.5
Senior Data Analyst,26-47 ,4.1,Shape Security,"Draper, UT","Mountain View, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,15.0,26.0,47,36.5
a. Senior Data and Business Analyst,31-59 ,4.0,Connor Group,"Salt Lake City, UT","Santa Clara, CA",201 to 500 employees,2006,Company - Private,Accounting,Accounting & Legal,$25 to $50 million (USD),-1,-1,20.0,31.0,59,45.0
Fund Data Analyst,31-59 ,3.5,Vivint Solar,"Lehi, UT","Lehi, UT",1001 to 5000 employees,2011,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1,-1,15.0,31.0,59,45.0
Sr Python Data Analyst(no c2c) contract w2 only,31-59 ,2.9,"VED Software Services, Inc.","Salt Lake City, UT","Farmington Hills, MI",51 to 200 employees,1995,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1,31.0,31.0,59,45.0
TX Healthcare Data/Reporting Analyst,31-59 ,4.2,Abacus Service Corporation,"Salt Lake City, UT","Southfield, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,22.0,31.0,59,45.0
Data Analyst,47-81 ,3.5,Robert Half,"Reedley, CA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,78.0,47.0,81,64.0
"Data Analyst, District Office - Accountability Office",47-81 ,3.7,TCOE,"Visalia, CA","Springville, CA",1 to 50 employees,-1,School / School District,Preschool & Child Care,Education,$1 to $5 million (USD),-1,-1,,47.0,81,64.0
Data Analyst (Kings County),47-81 ,3.3,"Public Health Foundation Enterprises, In","Hanford, CA","City of Industry, CA",1001 to 5000 employees,1968,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,-1,58.0,47.0,81,64.0
Tactical Data Link (TDL) Analyst,43-69 ,4.3,USfalcon,"Hampton, VA","Cary, NC",201 to 500 employees,1984,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),"General Dynamics Information Technology, ENSCO, Booz Allen Hamilton",-1,42.0,43.0,69,56.0
Data Analyst,43-69 ,2.5,Hampton University,"Hampton, VA","Hampton, VA",1001 to 5000 employees,1868,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,158.0,43.0,69,56.0
Data Science Analyst,43-69 ,2.7,Collins Consulting Inc,"Norfolk, VA","Schaumburg, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,-1,34.0,43.0,69,56.0
Junior Data Analyst,43-69 ,2.7,Patient Advocate Foundation,"Hampton, VA","Hampton, VA",51 to 200 employees,1996,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),Prescription Lifeline,-1,30.0,43.0,69,56.0
Junior Data Analyst,43-69 ,5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,43.0,69,56.0
Jr Data Analyst,43-69 ,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,26.0,43.0,69,56.0
Data Science Analyst,43-69 ,3.0,NewGen Technologies,"Norfolk, VA","Duluth, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,,43.0,69,56.0
Data Analyst,43-69 ,1.0,"Bluemont Technology & Research, Inc.","Norfolk, VA","Mc Lean, VA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,,43.0,69,56.0
Data Analyst,43-69 ,3.5,"ForKids, inc","Norfolk, VA","Norfolk, VA",51 to 200 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$5 to $10 million (USD),-1,-1,,43.0,69,56.0
Data Analyst,43-69 ,5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,43.0,69,56.0
Data Analyst,43-69 ,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,26.0,43.0,69,56.0
Data Analyst,43-69 ,3.4,Dunhill Professional Search,"Chesapeake, VA","Wilmington, NC",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,,43.0,69,56.0
Finance Data Analytics Analyst,43-69 ,3.1,Smithfield,"Smithfield, VA","Smithfield, VA",10000+ employees,1936,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),"JBS USA Holdings, Tyson Foods, Hormel",-1,90.0,43.0,69,56.0
Business Intelligence/Data Analyst with Security Clearance,43-69 ,3.8,Booz Allen Hamilton,"Suffolk, VA","Mc Lean, VA",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",-1,112.0,43.0,69,56.0
Research & Data Analyst,43-69 ,1.0,EVMS,"Norfolk, VA","Chennai, India",501 to 1000 employees,1935,Company - Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,-1,-1,91.0,43.0,69,56.0
Metrics & Data Analyst,43-69 ,3.5,"Epsilon Systems Solutions, Inc.","Norfolk, VA","San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,-1,28.0,43.0,69,56.0
Tactical Data Link (TDL) Analyst-,43-69 ,3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,29.0,43.0,69,56.0
Senior Data Analyst- Secret Clearance-,43-69 ,5.0,Counter Threat Solutions,"Norfolk, VA","Reston, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,11.0,43.0,69,56.0
Data Analyst Junior,43-69 ,5.0,"Staffigo Technical Services, LLC","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,18.0,43.0,69,56.0
HQ Data Analyst,43-69 ,3.0,ITA International,"Newport News, VA","Yorktown, VA",201 to 500 employees,-1,Company - Public,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,-1,,43.0,69,56.0
USMTF Data Analyst,43-69 ,3.8,Oasis Systems,"Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,29.0,43.0,69,56.0
Mid Data Analyst,43-69 ,4.9,"Orbis, Inc.","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,26.0,43.0,69,56.0
Product Data Business Analyst,43-69 ,-1.0,Ferguson Experienced,"Newport News, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,,43.0,69,56.0
Retail Data Quality Analyst,43-69 ,3.5,Liberty Source,"Hampton, VA","Fort Monroe, VA",51 to 200 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,-1,12.0,43.0,69,56.0
USMTF Data Analyst with Security Clearance,43-69 ,3.8,"Oasis Systems, LLC","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,29.0,43.0,69,56.0
Senior Data Strategy Analyst (SDSA),43-69 ,3.2,National Capitol Contracting (NCC),"Norfolk, VA","Mc Lean, VA",51 to 200 employees,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),-1,-1,24.0,43.0,69,56.0
Data Analyst - Va Beach - VA with Security Clearance,43-69 ,3.1,Occam Solutions Inc,"Virginia Beach, VA","Herndon, VA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,,43.0,69,56.0
